,user_id,item_id,term,length_of_stay_bucket,rate_plan,room_segment,n_people_bucket,weekend_stay
9868,9454,382,HighSeason,[2-3],Nonref,[260-360],[5-inf],False
9869,9455,187,LowSeason,[2-3],Nonref,[160-260],[2-2],True
9870,9456,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
9871,9457,397,HighSeason,[0-1],Standard,[160-260],[3-4],True
9872,9459,413,HighSeason,[0-1],Standard,[160-260],[5-inf],True
9873,9460,43,OffSeason,[2-3],Standard,[160-260],[3-4],False
9874,9461,252,LowSeason,[2-3],Nonref,[160-260],[3-4],True
9875,9462,242,LowSeason,[4-7],Standard,[160-260],[5-inf],True
9876,9463,128,HighSeason,[2-3],Nonref,[160-260],[3-4],False
9877,9464,388,HighSeason,[4-7],Nonref,[260-360],[3-4],False
9878,9465,124,HighSeason,[2-3],Nonref,[160-260],[3-4],True
9879,9466,400,HighSeason,[0-1],Nonref,[260-360],[5-inf],True
9880,9467,41,OffSeason,[2-3],Standard,[160-260],[2-2],True
9881,9468,100,HighSeason,[2-3],Standard,[160-260],[3-4],False
9882,9469,120,HighSeason,[8-inf],Nonref,[160-260],[3-4],True
9883,9470,19,OffSeason,[4-7],Standard,[160-260],[1-1],True
9884,9471,390,HighSeason,[0-1],Nonref,[160-260],[2-2],True
9885,9472,128,HighSeason,[2-3],Nonref,[160-260],[3-4],False
9886,3312,128,HighSeason,[2-3],Nonref,[160-260],[3-4],False
9887,9473,128,HighSeason,[2-3],Nonref,[160-260],[3-4],False
9888,9474,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
9889,9475,271,HighSeason,[2-3],Standard,[260-360],[3-4],True
9890,9476,468,LowSeason,[4-7],Nonref,[160-260],[1-1],False
9891,9477,124,HighSeason,[2-3],Nonref,[160-260],[3-4],True
9892,9478,260,HighSeason,[2-3],Standard,[160-260],[5-inf],True
9893,9479,133,HighSeason,[4-7],Nonref,[160-260],[2-2],True
9894,9480,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
9895,9481,48,OffSeason,[4-7],Standard,[260-360],[3-4],True
9896,9482,189,LowSeason,[2-3],Standard,[260-360],[5-inf],True
9897,9483,273,HighSeason,[4-7],Nonref,[160-260],[3-4],False
9898,9484,178,OffSeason,[4-7],Standard,[160-260],[5-inf],True
9899,9485,302,HighSeason,[0-1],Nonref,[160-260],[3-4],False
9900,9486,28,OffSeason,[2-3],Standard,[160-260],[3-4],True
9901,9487,321,LowSeason,[4-7],Nonref,[160-260],[2-2],False
9902,9488,252,LowSeason,[2-3],Nonref,[160-260],[3-4],True
9903,9489,16,OffSeason,[4-7],Standard,[160-260],[3-4],True
9904,9490,185,LowSeason,[4-7],Nonref,[160-260],[3-4],True
9905,9424,116,HighSeason,[4-7],Standard,[160-260],[3-4],True
9906,9492,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
9907,9493,204,HighSeason,[4-7],Nonref,[160-260],[3-4],True
9908,9494,19,OffSeason,[4-7],Standard,[160-260],[1-1],True
9909,9495,204,HighSeason,[4-7],Nonref,[160-260],[3-4],True
9910,9496,204,HighSeason,[4-7],Nonref,[160-260],[3-4],True
9911,9497,41,OffSeason,[2-3],Standard,[160-260],[2-2],True
9912,9498,204,HighSeason,[4-7],Nonref,[160-260],[3-4],True
9913,9499,120,HighSeason,[8-inf],Nonref,[160-260],[3-4],True
9914,3301,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
9915,9500,399,HighSeason,[2-3],Nonref,[160-260],[1-1],False
9916,9501,216,OffSeason,[2-3],Nonref,[0-160],[3-4],True
9917,9502,125,HighSeason,[2-3],Standard,[0-160],[2-2],True
9918,9503,128,HighSeason,[2-3],Nonref,[160-260],[3-4],False
9919,6539,361,LowSeason,[2-3],Nonref,[260-360],[2-2],True
9920,9504,372,HighSeason,[2-3],Nonref,[0-160],[2-2],False
9921,9505,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
9922,9506,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
9923,9507,130,HighSeason,[4-7],Standard,[160-260],[2-2],True
9924,9508,384,HighSeason,[0-1],Nonref,[0-160],[3-4],False
9925,9509,220,HighSeason,[2-3],Nonref,[160-260],[2-2],False
9926,9510,385,HighSeason,[4-7],Standard,[160-260],[1-1],False
9927,9511,204,HighSeason,[4-7],Nonref,[160-260],[3-4],True
9928,9512,386,HighSeason,[0-1],Nonref,[160-260],[3-4],True
9929,9513,334,HighSeason,[4-7],Standard,[160-260],[2-2],False
9930,9514,308,HighSeason,[4-7],Standard,[160-260],[5-inf],True
9931,9515,43,OffSeason,[2-3],Standard,[160-260],[3-4],False
9932,9516,302,HighSeason,[0-1],Nonref,[160-260],[3-4],False
9933,9517,116,HighSeason,[4-7],Standard,[160-260],[3-4],True
9934,9518,381,HighSeason,[0-1],Standard,[160-260],[5-inf],False
9935,9519,249,LowSeason,[4-7],Standard,[260-360],[5-inf],False
9936,9520,302,HighSeason,[0-1],Nonref,[160-260],[3-4],False
9937,9521,128,HighSeason,[2-3],Nonref,[160-260],[3-4],False
9938,9522,405,HighSeason,[0-1],Nonref,[260-360],[3-4],False
9939,9523,333,LowSeason,[2-3],Nonref,[260-360],[5-inf],True
9940,9523,333,LowSeason,[2-3],Nonref,[260-360],[5-inf],True
9941,9524,35,OffSeason,[4-7],Standard,[160-260],[3-4],False
9942,9525,302,HighSeason,[0-1],Nonref,[160-260],[3-4],False
9943,9526,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
9944,9527,302,HighSeason,[0-1],Nonref,[160-260],[3-4],False
9945,9528,128,HighSeason,[2-3],Nonref,[160-260],[3-4],False
9946,2785,252,LowSeason,[2-3],Nonref,[160-260],[3-4],True
9947,9529,178,OffSeason,[4-7],Standard,[160-260],[5-inf],True
9948,9530,273,HighSeason,[4-7],Nonref,[160-260],[3-4],False
9949,9531,13,LowSeason,[4-7],Standard,[160-260],[3-4],True
9950,9532,151,OffSeason,[2-3],Nonref,[260-360],[5-inf],False
9951,9533,124,HighSeason,[2-3],Nonref,[160-260],[3-4],True
9952,9534,681,LowSeason,[8-inf],Standard,[0-160],[2-2],True
9953,9535,389,HighSeason,[2-3],Nonref,[260-360],[3-4],False
9954,9536,394,HighSeason,[0-1],Standard,[160-260],[2-2],False
9955,9537,325,HighSeason,[0-1],Standard,[160-260],[3-4],False
9956,8675,98,HighSeason,[4-7],Standard,[160-260],[5-inf],False
9957,5207,428,HighSeason,[2-3],Standard,[160-260],[1-1],False
9958,9538,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
9959,9539,395,HighSeason,[0-1],Nonref,[160-260],[2-2],False
9960,9540,386,HighSeason,[0-1],Nonref,[160-260],[3-4],True
9961,9541,100,HighSeason,[2-3],Standard,[160-260],[3-4],False
9962,9542,188,OffSeason,[4-7],Nonref,[260-360],[3-4],False
9963,9544,128,HighSeason,[2-3],Nonref,[160-260],[3-4],False
9964,8802,325,HighSeason,[0-1],Standard,[160-260],[3-4],False
9965,9545,399,HighSeason,[2-3],Nonref,[160-260],[1-1],False
9966,9546,143,HighSeason,[4-7],Nonref,[260-360],[5-inf],True
9967,9547,403,HighSeason,[0-1],Nonref,[260-360],[5-inf],False
9968,9548,406,HighSeason,[4-7],Nonref,[160-260],[2-2],False
9969,9549,220,HighSeason,[2-3],Nonref,[160-260],[2-2],False
9970,9550,308,HighSeason,[4-7],Standard,[160-260],[5-inf],True
9971,1736,220,HighSeason,[2-3],Nonref,[160-260],[2-2],False
9972,9553,386,HighSeason,[0-1],Nonref,[160-260],[3-4],True
9973,9554,38,OffSeason,[0-1],Standard,[160-260],[3-4],True
9974,9555,428,HighSeason,[2-3],Standard,[160-260],[1-1],False
9975,9556,204,HighSeason,[4-7],Nonref,[160-260],[3-4],True
9976,9555,392,HighSeason,[0-1],Standard,[160-260],[1-1],False
9977,9557,386,HighSeason,[0-1],Nonref,[160-260],[3-4],True
9978,9558,204,HighSeason,[4-7],Nonref,[160-260],[3-4],True
9979,9559,253,HighSeason,[2-3],Standard,[260-360],[5-inf],True
9980,9560,100,HighSeason,[2-3],Standard,[160-260],[3-4],False
9981,9561,354,HighSeason,[2-3],Standard,[260-360],[3-4],False
9982,9562,124,HighSeason,[2-3],Nonref,[160-260],[3-4],True
9983,9563,204,HighSeason,[4-7],Nonref,[160-260],[3-4],True
9984,9435,352,HighSeason,[4-7],Standard,[0-160],[3-4],True
9985,9564,264,HighSeason,[2-3],Nonref,[160-260],[2-2],True
9986,9566,128,HighSeason,[2-3],Nonref,[160-260],[3-4],False
9987,9567,399,HighSeason,[2-3],Nonref,[160-260],[1-1],False
9988,9568,253,HighSeason,[2-3],Standard,[260-360],[5-inf],True
9989,9569,233,OffSeason,[4-7],Standard,[260-360],[5-inf],False
9990,9570,100,HighSeason,[2-3],Standard,[160-260],[3-4],False
9991,9571,124,HighSeason,[2-3],Nonref,[160-260],[3-4],True
9992,706,100,HighSeason,[2-3],Standard,[160-260],[3-4],False
9993,9572,164,HighSeason,[2-3],Standard,[160-260],[2-2],False
9994,9573,116,HighSeason,[4-7],Standard,[160-260],[3-4],True
9995,9574,682,HighSeason,[4-7],Standard,[0-160],[3-4],False
9996,9060,109,OffSeason,[4-7],Nonref,[160-260],[2-2],True
9997,9575,247,HighSeason,[2-3],Nonref,[260-360],[3-4],True
9998,9577,203,LowSeason,[2-3],Standard,[160-260],[2-2],True
9999,9578,400,HighSeason,[0-1],Nonref,[260-360],[5-inf],True
10000,9579,423,HighSeason,[0-1],Standard,[260-360],[5-inf],True
10001,9580,260,HighSeason,[2-3],Standard,[160-260],[5-inf],True
10002,9581,128,HighSeason,[2-3],Nonref,[160-260],[3-4],False
10003,9582,401,HighSeason,[0-1],Standard,[160-260],[2-2],True
10004,9583,28,OffSeason,[2-3],Standard,[160-260],[3-4],True
10005,9584,204,HighSeason,[4-7],Nonref,[160-260],[3-4],True
10006,9585,124,HighSeason,[2-3],Nonref,[160-260],[3-4],True
10007,9586,37,OffSeason,[8-inf],Standard,[160-260],[2-2],True
10008,8683,48,OffSeason,[4-7],Standard,[260-360],[3-4],True
10009,9587,124,HighSeason,[2-3],Nonref,[160-260],[3-4],True
10010,9588,204,HighSeason,[4-7],Nonref,[160-260],[3-4],True
10011,9589,133,HighSeason,[4-7],Nonref,[160-260],[2-2],True
10012,9590,386,HighSeason,[0-1],Nonref,[160-260],[3-4],True
10013,9591,109,OffSeason,[4-7],Nonref,[160-260],[2-2],True
10014,9592,236,LowSeason,[4-7],Standard,[160-260],[2-2],True
10015,9593,308,HighSeason,[4-7],Standard,[160-260],[5-inf],True
10016,9594,28,OffSeason,[2-3],Standard,[160-260],[3-4],True
10017,9596,253,HighSeason,[2-3],Standard,[260-360],[5-inf],True
10018,9597,116,HighSeason,[4-7],Standard,[160-260],[3-4],True
10019,9598,124,HighSeason,[2-3],Nonref,[160-260],[3-4],True
10020,9599,260,HighSeason,[2-3],Standard,[160-260],[5-inf],True
10021,9600,156,LowSeason,[4-7],Nonref,[160-260],[2-2],True
10022,9060,22,OffSeason,[2-3],Standard,[160-260],[1-1],False
10023,9601,124,HighSeason,[2-3],Nonref,[160-260],[3-4],True
10024,9602,386,HighSeason,[0-1],Nonref,[160-260],[3-4],True
10025,9603,264,HighSeason,[2-3],Nonref,[160-260],[2-2],True
10026,9604,100,HighSeason,[2-3],Standard,[160-260],[3-4],False
10027,9605,124,HighSeason,[2-3],Nonref,[160-260],[3-4],True
10028,6376,287,LowSeason,[2-3],Nonref,[160-260],[3-4],False
10029,9607,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
10030,9608,185,LowSeason,[4-7],Nonref,[160-260],[3-4],True
10031,9609,365,HighSeason,[2-3],Nonref,[0-160],[3-4],False
10032,9610,406,HighSeason,[4-7],Nonref,[160-260],[2-2],False
10033,9611,28,OffSeason,[2-3],Standard,[160-260],[3-4],True
10034,9612,260,HighSeason,[2-3],Standard,[160-260],[5-inf],True
10035,9613,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
10036,9614,335,HighSeason,[2-3],Standard,[160-260],[2-2],True
10037,9615,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
10038,9616,386,HighSeason,[0-1],Nonref,[160-260],[3-4],True
10039,9617,116,HighSeason,[4-7],Standard,[160-260],[3-4],True
10040,9618,271,HighSeason,[2-3],Standard,[260-360],[3-4],True
10041,9619,185,LowSeason,[4-7],Nonref,[160-260],[3-4],True
10042,9620,28,OffSeason,[2-3],Standard,[160-260],[3-4],True
10043,9621,15,LowSeason,[8-inf],Standard,[160-260],[3-4],True
10044,9622,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
10045,9623,302,HighSeason,[0-1],Nonref,[160-260],[3-4],False
10046,9624,10,HighSeason,[8-inf],Standard,[160-260],[3-4],True
10047,9625,397,HighSeason,[0-1],Standard,[160-260],[3-4],True
10048,9626,128,HighSeason,[2-3],Nonref,[160-260],[3-4],False
10049,9627,402,HighSeason,[0-1],Nonref,[260-360],[3-4],True
10050,9628,260,HighSeason,[2-3],Standard,[160-260],[5-inf],True
10051,9435,406,HighSeason,[4-7],Nonref,[160-260],[2-2],False
10052,7666,440,LowSeason,[2-3],Standard,[0-160],[1-1],False
10053,9629,382,HighSeason,[2-3],Nonref,[260-360],[5-inf],False
10054,9630,103,OffSeason,[2-3],Nonref,[160-260],[2-2],True
10055,9631,253,HighSeason,[2-3],Standard,[260-360],[5-inf],True
10056,9632,401,HighSeason,[0-1],Standard,[160-260],[2-2],True
10057,9633,206,OffSeason,[2-3],Standard,[260-360],[2-2],False
10058,9635,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
10059,9636,220,HighSeason,[2-3],Nonref,[160-260],[2-2],False
10060,9637,264,HighSeason,[2-3],Nonref,[160-260],[2-2],True
10061,9638,214,HighSeason,[4-7],Nonref,[260-360],[3-4],True
10062,9639,413,HighSeason,[0-1],Standard,[160-260],[5-inf],True
10063,9641,302,HighSeason,[0-1],Nonref,[160-260],[3-4],False
10064,9642,18,OffSeason,[4-7],Standard,[260-360],[5-inf],True
10065,9643,138,HighSeason,[2-3],Nonref,[0-160],[2-2],True
10066,9644,128,HighSeason,[2-3],Nonref,[160-260],[3-4],False
10067,9646,308,HighSeason,[4-7],Standard,[160-260],[5-inf],True
10068,9647,260,HighSeason,[2-3],Standard,[160-260],[5-inf],True
10069,9648,308,HighSeason,[4-7],Standard,[160-260],[5-inf],True
10070,9649,413,HighSeason,[0-1],Standard,[160-260],[5-inf],True
10071,9650,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
10072,9651,264,HighSeason,[2-3],Nonref,[160-260],[2-2],True
10073,9652,385,HighSeason,[4-7],Standard,[160-260],[1-1],False
10074,9653,133,HighSeason,[4-7],Nonref,[160-260],[2-2],True
10075,9655,339,HighSeason,[2-3],Standard,[160-260],[5-inf],False
10076,9656,369,HighSeason,[2-3],Nonref,[0-160],[3-4],True
10077,9657,402,HighSeason,[0-1],Nonref,[260-360],[3-4],True
10078,9658,264,HighSeason,[2-3],Nonref,[160-260],[2-2],True
10079,9659,302,HighSeason,[0-1],Nonref,[160-260],[3-4],False
10080,9660,164,HighSeason,[2-3],Standard,[160-260],[2-2],False
10081,9661,260,HighSeason,[2-3],Standard,[160-260],[5-inf],True
10082,9662,390,HighSeason,[0-1],Nonref,[160-260],[2-2],True
10083,9663,220,HighSeason,[2-3],Nonref,[160-260],[2-2],False
10084,9664,46,OffSeason,[4-7],Standard,[160-260],[1-1],False
10085,9665,40,OffSeason,[2-3],Standard,[160-260],[5-inf],True
10086,9666,324,HighSeason,[2-3],Nonref,[160-260],[5-inf],True
10087,9667,332,HighSeason,[4-7],Nonref,[260-360],[2-2],True
10088,9668,38,OffSeason,[0-1],Standard,[160-260],[3-4],True
10089,9669,206,OffSeason,[2-3],Standard,[260-360],[2-2],False
10090,9042,187,LowSeason,[2-3],Nonref,[160-260],[2-2],True
10091,9670,100,HighSeason,[2-3],Standard,[160-260],[3-4],False
10092,9671,100,HighSeason,[2-3],Standard,[160-260],[3-4],False
10093,9672,683,HighSeason,[0-1],Standard,[160-260],[1-1],True
10094,9673,308,HighSeason,[4-7],Standard,[160-260],[5-inf],True
10095,9674,428,HighSeason,[2-3],Standard,[160-260],[1-1],False
10096,9675,273,HighSeason,[4-7],Nonref,[160-260],[3-4],False
10097,9676,41,OffSeason,[2-3],Standard,[160-260],[2-2],True
10098,9677,220,HighSeason,[2-3],Nonref,[160-260],[2-2],False
10099,9678,253,HighSeason,[2-3],Standard,[260-360],[5-inf],True
10100,9679,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
10101,9680,128,HighSeason,[2-3],Nonref,[160-260],[3-4],False
10102,9681,189,LowSeason,[2-3],Standard,[260-360],[5-inf],True
10103,9682,386,HighSeason,[0-1],Nonref,[160-260],[3-4],True
10104,9683,130,HighSeason,[4-7],Standard,[160-260],[2-2],True
10105,9684,684,LowSeason,[8-inf],Nonref,[160-260],[2-2],True
10106,7912,302,HighSeason,[0-1],Nonref,[160-260],[3-4],False
10107,9685,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
10108,9686,220,HighSeason,[2-3],Nonref,[160-260],[2-2],False
10109,2578,389,HighSeason,[2-3],Nonref,[260-360],[3-4],False
10110,9687,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
10111,9439,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
10112,9688,264,HighSeason,[2-3],Nonref,[160-260],[2-2],True
10113,9689,100,HighSeason,[2-3],Standard,[160-260],[3-4],False
10114,9690,204,HighSeason,[4-7],Nonref,[160-260],[3-4],True
10115,9691,317,LowSeason,[2-3],Nonref,[160-260],[2-2],False
10116,9693,128,HighSeason,[2-3],Nonref,[160-260],[3-4],False
10117,9695,405,HighSeason,[0-1],Nonref,[260-360],[3-4],False
10118,9696,273,HighSeason,[4-7],Nonref,[160-260],[3-4],False
10119,1,29,OffSeason,[4-7],Standard,[160-260],[2-2],True
10120,9697,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
10121,9698,264,HighSeason,[2-3],Nonref,[160-260],[2-2],True
10122,9699,339,HighSeason,[2-3],Standard,[160-260],[5-inf],False
10123,9700,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
10124,9701,302,HighSeason,[0-1],Nonref,[160-260],[3-4],False
10125,9702,128,HighSeason,[2-3],Nonref,[160-260],[3-4],False
10126,9703,10,HighSeason,[8-inf],Standard,[160-260],[3-4],True
10127,9704,128,HighSeason,[2-3],Nonref,[160-260],[3-4],False
10128,9705,220,HighSeason,[2-3],Nonref,[160-260],[2-2],False
10129,9706,115,OffSeason,[2-3],Nonref,[0-160],[2-2],True
10130,6455,302,HighSeason,[0-1],Nonref,[160-260],[3-4],False
10131,9707,253,HighSeason,[2-3],Standard,[260-360],[5-inf],True
10132,9708,325,HighSeason,[0-1],Standard,[160-260],[3-4],False
10133,9709,386,HighSeason,[0-1],Nonref,[160-260],[3-4],True
10134,9711,35,OffSeason,[4-7],Standard,[160-260],[3-4],False
10135,9712,212,OffSeason,[4-7],Standard,[160-260],[5-inf],False
10136,9713,116,HighSeason,[4-7],Standard,[160-260],[3-4],True
10137,9714,415,HighSeason,[2-3],Standard,[0-160],[2-2],False
10138,2668,116,HighSeason,[4-7],Standard,[160-260],[3-4],True
10139,9715,203,LowSeason,[2-3],Standard,[160-260],[2-2],True
10140,659,203,LowSeason,[2-3],Standard,[160-260],[2-2],True
10141,9716,382,HighSeason,[2-3],Nonref,[260-360],[5-inf],False
10142,9717,124,HighSeason,[2-3],Nonref,[160-260],[3-4],True
10143,9718,19,OffSeason,[4-7],Standard,[160-260],[1-1],True
10144,9720,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
10145,9721,128,HighSeason,[2-3],Nonref,[160-260],[3-4],False
10146,9722,101,OffSeason,[2-3],Nonref,[160-260],[2-2],False
10147,9723,41,OffSeason,[2-3],Standard,[160-260],[2-2],True
10148,9724,282,HighSeason,[4-7],Standard,[160-260],[3-4],False
10149,9725,317,LowSeason,[2-3],Nonref,[160-260],[2-2],False
10150,9726,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
10151,9727,187,LowSeason,[2-3],Nonref,[160-260],[2-2],True
10152,9729,156,LowSeason,[4-7],Nonref,[160-260],[2-2],True
10153,9730,377,HighSeason,[0-1],Nonref,[0-160],[2-2],False
10154,9731,28,OffSeason,[2-3],Standard,[160-260],[3-4],True
10155,9732,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
10156,9733,264,HighSeason,[2-3],Nonref,[160-260],[2-2],True
10157,3929,252,LowSeason,[2-3],Nonref,[160-260],[3-4],True
10158,9734,262,HighSeason,[2-3],Standard,[260-360],[5-inf],False
10159,9735,133,HighSeason,[4-7],Nonref,[160-260],[2-2],True
10160,9736,25,OffSeason,[2-3],Standard,[160-260],[5-inf],False
10161,9737,344,LowSeason,[2-3],Nonref,[0-160],[2-2],True
10162,9738,282,HighSeason,[4-7],Standard,[160-260],[3-4],False
10163,9739,128,HighSeason,[2-3],Nonref,[160-260],[3-4],False
10164,9740,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
10165,9741,204,HighSeason,[4-7],Nonref,[160-260],[3-4],True
10166,9742,40,OffSeason,[2-3],Standard,[160-260],[5-inf],True
10167,9743,204,HighSeason,[4-7],Nonref,[160-260],[3-4],True
10168,9744,253,HighSeason,[2-3],Standard,[260-360],[5-inf],True
10169,9745,389,HighSeason,[2-3],Nonref,[260-360],[3-4],False
10170,9746,128,HighSeason,[2-3],Nonref,[160-260],[3-4],False
10171,9747,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
10172,9748,404,HighSeason,[0-1],Nonref,[160-260],[5-inf],False
10173,5299,302,HighSeason,[0-1],Nonref,[160-260],[3-4],False
10174,9749,29,OffSeason,[4-7],Standard,[160-260],[2-2],True
10175,9750,403,HighSeason,[0-1],Nonref,[260-360],[5-inf],False
10176,9751,395,HighSeason,[0-1],Nonref,[160-260],[2-2],False
10177,9752,124,HighSeason,[2-3],Nonref,[160-260],[3-4],True
10178,9324,302,HighSeason,[0-1],Nonref,[160-260],[3-4],False
10179,9753,103,OffSeason,[2-3],Nonref,[160-260],[2-2],True
10180,9754,152,OffSeason,[4-7],Nonref,[260-360],[3-4],True
10181,706,13,LowSeason,[4-7],Standard,[160-260],[3-4],True
10182,9755,40,OffSeason,[2-3],Standard,[160-260],[5-inf],True
10183,9756,100,HighSeason,[2-3],Standard,[160-260],[3-4],False
10184,9656,325,HighSeason,[0-1],Standard,[160-260],[3-4],False
10185,9757,40,OffSeason,[2-3],Standard,[160-260],[5-inf],True
10186,9758,264,HighSeason,[2-3],Nonref,[160-260],[2-2],True
10187,9759,128,HighSeason,[2-3],Nonref,[160-260],[3-4],False
10188,9760,187,LowSeason,[2-3],Nonref,[160-260],[2-2],True
10189,9761,253,HighSeason,[2-3],Standard,[260-360],[5-inf],True
10190,9762,264,HighSeason,[2-3],Nonref,[160-260],[2-2],True
10191,9763,100,HighSeason,[2-3],Standard,[160-260],[3-4],False
10192,9764,27,OffSeason,[2-3],Standard,[0-160],[2-2],True
10193,9765,264,HighSeason,[2-3],Nonref,[160-260],[2-2],True
10194,9766,7,HighSeason,[2-3],Standard,[160-260],[1-1],True
10195,9767,109,OffSeason,[4-7],Nonref,[160-260],[2-2],True
10196,9768,271,HighSeason,[2-3],Standard,[260-360],[3-4],True
10197,9670,325,HighSeason,[0-1],Standard,[160-260],[3-4],False
10198,9769,41,OffSeason,[2-3],Standard,[160-260],[2-2],True
10199,9770,351,LowSeason,[4-7],Nonref,[0-160],[2-2],True
10200,9771,187,LowSeason,[2-3],Nonref,[160-260],[2-2],True
10201,3362,428,HighSeason,[2-3],Standard,[160-260],[1-1],False
10202,9772,302,HighSeason,[0-1],Nonref,[160-260],[3-4],False
10203,9773,43,OffSeason,[2-3],Standard,[160-260],[3-4],False
10204,9774,98,HighSeason,[4-7],Standard,[160-260],[5-inf],False
10205,9775,413,HighSeason,[0-1],Standard,[160-260],[5-inf],True
10206,9776,37,OffSeason,[8-inf],Standard,[160-260],[2-2],True
10207,9777,40,OffSeason,[2-3],Standard,[160-260],[5-inf],True
10208,9777,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
10209,9778,116,HighSeason,[4-7],Standard,[160-260],[3-4],True
10210,9779,128,HighSeason,[2-3],Nonref,[160-260],[3-4],False
10211,9780,20,OffSeason,[2-3],Standard,[160-260],[1-1],True
10212,9781,48,OffSeason,[4-7],Standard,[260-360],[3-4],True
10213,9782,273,HighSeason,[4-7],Nonref,[160-260],[3-4],False
10214,9783,18,OffSeason,[4-7],Standard,[260-360],[5-inf],True
10215,9784,685,HighSeason,[0-1],Standard,[260-360],[3-4],False
10216,9786,403,HighSeason,[0-1],Nonref,[260-360],[5-inf],False
10217,9787,282,HighSeason,[4-7],Standard,[160-260],[3-4],False
10218,9788,325,HighSeason,[0-1],Standard,[160-260],[3-4],False
10219,9789,100,HighSeason,[2-3],Standard,[160-260],[3-4],False
10220,9790,401,HighSeason,[0-1],Standard,[160-260],[2-2],True
10221,9791,395,HighSeason,[0-1],Nonref,[160-260],[2-2],False
10222,9792,273,HighSeason,[4-7],Nonref,[160-260],[3-4],False
10223,9793,252,LowSeason,[2-3],Nonref,[160-260],[3-4],True
10224,9794,334,HighSeason,[4-7],Standard,[160-260],[2-2],False
10225,9795,132,OffSeason,[2-3],Nonref,[260-360],[3-4],True
10226,9796,124,HighSeason,[2-3],Nonref,[160-260],[3-4],True
10227,9797,156,LowSeason,[4-7],Nonref,[160-260],[2-2],True
10228,9798,268,OffSeason,[4-7],Standard,[0-160],[2-2],False
10229,9799,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
10230,9800,133,HighSeason,[4-7],Nonref,[160-260],[2-2],True
10231,9801,308,HighSeason,[4-7],Standard,[160-260],[5-inf],True
10232,8260,325,HighSeason,[0-1],Standard,[160-260],[3-4],False
10233,9802,187,LowSeason,[2-3],Nonref,[160-260],[2-2],True
10234,9803,302,HighSeason,[0-1],Nonref,[160-260],[3-4],False
10235,9804,128,HighSeason,[2-3],Nonref,[160-260],[3-4],False
10236,9805,205,LowSeason,[2-3],Standard,[160-260],[3-4],True
10237,9806,335,HighSeason,[2-3],Standard,[160-260],[2-2],True
10238,9807,395,HighSeason,[0-1],Nonref,[160-260],[2-2],False
10239,9808,247,HighSeason,[2-3],Nonref,[260-360],[3-4],True
10240,9809,282,HighSeason,[4-7],Standard,[160-260],[3-4],False
10241,9810,204,HighSeason,[4-7],Nonref,[160-260],[3-4],True
10242,9811,156,LowSeason,[4-7],Nonref,[160-260],[2-2],True
10243,9812,100,HighSeason,[2-3],Standard,[160-260],[3-4],False
10244,9813,220,HighSeason,[2-3],Nonref,[160-260],[2-2],False
10245,9814,302,HighSeason,[0-1],Nonref,[160-260],[3-4],False
10246,9815,282,HighSeason,[4-7],Standard,[160-260],[3-4],False
10247,9816,317,LowSeason,[2-3],Nonref,[160-260],[2-2],False
10248,9817,203,LowSeason,[2-3],Standard,[160-260],[2-2],True
10249,9818,138,HighSeason,[2-3],Nonref,[0-160],[2-2],True
10250,9819,261,HighSeason,[4-7],Nonref,[160-260],[5-inf],True
10251,9820,29,OffSeason,[4-7],Standard,[160-260],[2-2],True
10252,9821,116,HighSeason,[4-7],Standard,[160-260],[3-4],True
10253,9822,307,LowSeason,[2-3],Nonref,[160-260],[5-inf],True
10254,9823,185,LowSeason,[4-7],Nonref,[160-260],[3-4],True
10255,9824,406,HighSeason,[4-7],Nonref,[160-260],[2-2],False
10256,9825,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
10257,9826,19,OffSeason,[4-7],Standard,[160-260],[1-1],True
